Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1711280783349,24/03/2024 11:46:23,1711284383349,1,24/03/2024 13:46:23,143587,32,questionnaire-z45n,,36386791,uyxx3,9856555,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,Consent form Tromsø ,13,DGS,,,,,5,,BEGIN,,,,,
2,1711280963241,24/03/2024 11:49:23,1711284563241,1,24/03/2024 13:49:23,143587,32,questionnaire-z45n,,36386791,uyxx3,9856555,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,Consent form Tromsø ,13,DGS,Page 1,yobl1g,1,,continue,,,,,screen,0,screen
3,1711280963242,24/03/2024 11:49:23,1711284563242,1,24/03/2024 13:49:23,143587,32,questionnaire-z45n,,36386791,uyxx3,9856555,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,Consent form Tromsø ,13,DGS,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",action,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
4,1711280963242,24/03/2024 11:49:23,1711284563242,1,24/03/2024 13:49:23,143587,32,questionnaire-z45n,,36386791,uyxx3,9856555,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,Consent form Tromsø ,13,DGS,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",response,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
5,1711280963242,24/03/2024 11:49:23,1711284563242,1,24/03/2024 13:49:23,143587,32,questionnaire-z45n,,36386791,uyxx3,9856555,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,Consent form Tromsø ,13,DGS,,,,,5,,END,,,,,
1,1711296385537,24/03/2024 16:06:25,1711299985537,1,24/03/2024 18:06:25,143587,32,questionnaire-z45n,,36393494,crar9,9856432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x800,1280x665,,,0,Consent form Tromsø ,13,ASRT,,,,,5,,BEGIN,,,,,
2,1711296415647,24/03/2024 16:06:55,1711300015647,1,24/03/2024 18:06:55,143587,32,questionnaire-z45n,,36393494,crar9,9856432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x800,1280x665,,,0,Consent form Tromsø ,13,ASRT,Page 1,yobl1g,1,,continue,,,,,screen,0,screen
3,1711296415650,24/03/2024 16:06:55,1711300015650,1,24/03/2024 18:06:55,143587,32,questionnaire-z45n,,36393494,crar9,9856432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x800,1280x665,,,0,Consent form Tromsø ,13,ASRT,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",action,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
4,1711296415651,24/03/2024 16:06:55,1711300015651,1,24/03/2024 18:06:55,143587,32,questionnaire-z45n,,36393494,crar9,9856432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x800,1280x665,,,0,Consent form Tromsø ,13,ASRT,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",response,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
5,1711296415651,24/03/2024 16:06:55,1711300015651,1,24/03/2024 18:06:55,143587,32,questionnaire-z45n,,36393494,crar9,9856432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x800,1280x665,,,0,Consent form Tromsø ,13,ASRT,,,,,5,,END,,,,,
1,1711369875298,25/03/2024 12:31:15,1711373475298,1,25/03/2024 14:31:15,143587,32,questionnaire-z45n,,36412507,exdq7,9856556,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1512x982,1464x857,,,0,Consent form Tromsø ,13,ASRT,,,,,5,,BEGIN,,,,,
2,1711369895394,25/03/2024 12:31:35,1711373495394,1,25/03/2024 14:31:35,143587,32,questionnaire-z45n,,36412507,exdq7,9856556,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1512x982,1464x857,,,0,Consent form Tromsø ,13,ASRT,Page 1,yobl1g,1,,continue,,,,,screen,0,screen
3,1711369895396,25/03/2024 12:31:35,1711373495396,1,25/03/2024 14:31:35,143587,32,questionnaire-z45n,,36412507,exdq7,9856556,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1512x982,1464x857,,,0,Consent form Tromsø ,13,ASRT,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",action,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
4,1711369895396,25/03/2024 12:31:35,1711373495396,1,25/03/2024 14:31:35,143587,32,questionnaire-z45n,,36412507,exdq7,9856556,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1512x982,1464x857,,,0,Consent form Tromsø ,13,ASRT,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",response,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
5,1711369895397,25/03/2024 12:31:35,1711373495397,1,25/03/2024 14:31:35,143587,32,questionnaire-z45n,,36412507,exdq7,9856556,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1512x982,1464x857,,,0,Consent form Tromsø ,13,ASRT,,,,,5,,END,,,,,
1,1712238966087,04/04/2024 13:56:06,1712246166087,2,04/04/2024 17:56:06,143587,32,questionnaire-z45n,,36740089,qgsl9,9856554,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x585,,,0,Consent form Tromsø ,13,Stroop ,,,,,5,,BEGIN,,,,,
2,1712239243993,04/04/2024 14:00:43,1712246443993,2,04/04/2024 18:00:43,143587,32,questionnaire-z45n,,36740089,qgsl9,9856554,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x585,,,0,Consent form Tromsø ,13,Stroop ,Page 1,yobl1g,1,,continue,,,,,screen,0,screen
3,1712239243998,04/04/2024 14:00:43,1712246443998,2,04/04/2024 18:00:43,143587,32,questionnaire-z45n,,36740089,qgsl9,9856554,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x585,,,0,Consent form Tromsø ,13,Stroop ,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",action,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
4,1712239243999,04/04/2024 14:00:43,1712246443999,2,04/04/2024 18:00:43,143587,32,questionnaire-z45n,,36740089,qgsl9,9856554,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x585,,,0,Consent form Tromsø ,13,Stroop ,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",response,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
5,1712239243999,04/04/2024 14:00:43,1712246443999,2,04/04/2024 18:00:43,143587,32,questionnaire-z45n,,36740089,qgsl9,9856554,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x585,,,0,Consent form Tromsø ,13,Stroop ,,,,,5,,END,,,,,
1,1712515519299,07/04/2024 18:45:19,1712522719299,2,07/04/2024 22:45:19,143587,32,questionnaire-z45n,,36815886,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x945,,,0,Consent form Tromsø ,13,DGS,,,,,5,,BEGIN,,,,,
2,1712515866434,07/04/2024 18:51:06,1712523066434,2,07/04/2024 22:51:06,143587,32,questionnaire-z45n,,36815886,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x945,,,0,Consent form Tromsø ,13,DGS,Page 1,yobl1g,1,,continue,,,,,screen,0,screen
3,1712515866436,07/04/2024 18:51:06,1712523066436,2,07/04/2024 22:51:06,143587,32,questionnaire-z45n,,36815886,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x945,,,0,Consent form Tromsø ,13,DGS,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",action,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
4,1712515866436,07/04/2024 18:51:06,1712523066436,2,07/04/2024 22:51:06,143587,32,questionnaire-z45n,,36815886,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x945,,,0,Consent form Tromsø ,13,DGS,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",response,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
5,1712515866436,07/04/2024 18:51:06,1712523066436,2,07/04/2024 22:51:06,143587,32,questionnaire-z45n,,36815886,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x945,,,0,Consent form Tromsø ,13,DGS,,,,,5,,END,,,,,
1,1713117452070,14/04/2024 17:57:32,1713124652070,2,14/04/2024 21:57:32,143587,32,questionnaire-z45n,,37010201,finc3,9856553,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,2560x1440,2560x1305,,,0,Consent form Tromsø ,13,DGS,,,,,5,,BEGIN,,,,,
2,1713117514736,14/04/2024 17:58:34,1713124714736,2,14/04/2024 21:58:34,143587,32,questionnaire-z45n,,37010201,finc3,9856553,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,2560x1440,2560x1305,,,0,Consent form Tromsø ,13,DGS,Page 1,yobl1g,1,,continue,,,,,screen,0,screen
3,1713117514740,14/04/2024 17:58:34,1713124714740,2,14/04/2024 21:58:34,143587,32,questionnaire-z45n,,37010201,finc3,9856553,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,2560x1440,2560x1305,,,0,Consent form Tromsø ,13,DGS,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",action,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
4,1713117514741,14/04/2024 17:58:34,1713124714741,2,14/04/2024 21:58:34,143587,32,questionnaire-z45n,,37010201,finc3,9856553,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,2560x1440,2560x1305,,,0,Consent form Tromsø ,13,DGS,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",response,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
5,1713117514741,14/04/2024 17:58:34,1713124714741,2,14/04/2024 21:58:34,143587,32,questionnaire-z45n,,37010201,finc3,9856553,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,2560x1440,2560x1305,,,0,Consent form Tromsø ,13,DGS,,,,,5,,END,,,,,
1,1713365089525,17/04/2024 14:44:49,1713372289525,2,17/04/2024 18:44:49,143587,32,questionnaire-z45n,,37092194,fqrf6,9856434,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1696x954,1696x810,,,0,Consent form Tromsø ,13,Stroop ,,,,,5,,BEGIN,,,,,
2,1713365222627,17/04/2024 14:47:02,1713372422627,2,17/04/2024 18:47:02,143587,32,questionnaire-z45n,,37092194,fqrf6,9856434,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1696x954,1696x810,,,0,Consent form Tromsø ,13,Stroop ,Page 1,yobl1g,1,,continue,,,,,screen,0,screen
3,1713365222628,17/04/2024 14:47:02,1713372422628,2,17/04/2024 18:47:02,143587,32,questionnaire-z45n,,37092194,fqrf6,9856434,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1696x954,1696x810,,,0,Consent form Tromsø ,13,Stroop ,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",action,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
4,1713365222629,17/04/2024 14:47:02,1713372422629,2,17/04/2024 18:47:02,143587,32,questionnaire-z45n,,37092194,fqrf6,9856434,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1696x954,1696x810,,,0,Consent form Tromsø ,13,Stroop ,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",response,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
5,1713365222629,17/04/2024 14:47:02,1713372422629,2,17/04/2024 18:47:02,143587,32,questionnaire-z45n,,37092194,fqrf6,9856434,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1696x954,1696x810,,,0,Consent form Tromsø ,13,Stroop ,,,,,5,,END,,,,,
1,1713372775193,17/04/2024 16:52:55,1713379975193,2,17/04/2024 20:52:55,143587,32,questionnaire-z45n,,37096547,rvax5,9856438,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x963,,,0,Consent form Tromsø ,13,ASRT,,,,,5,,BEGIN,,,,,
2,1713373036549,17/04/2024 16:57:16,1713380236549,2,17/04/2024 20:57:16,143587,32,questionnaire-z45n,,37096547,rvax5,9856438,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x963,,,0,Consent form Tromsø ,13,ASRT,Page 1,yobl1g,1,,continue,,,,,screen,0,screen
3,1713373036551,17/04/2024 16:57:16,1713380236551,2,17/04/2024 20:57:16,143587,32,questionnaire-z45n,,37096547,rvax5,9856438,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x963,,,0,Consent form Tromsø ,13,ASRT,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",action,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
4,1713373036551,17/04/2024 16:57:16,1713380236551,2,17/04/2024 20:57:16,143587,32,questionnaire-z45n,,37096547,rvax5,9856438,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x963,,,0,Consent form Tromsø ,13,ASRT,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",response,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
5,1713373036552,17/04/2024 16:57:16,1713380236552,2,17/04/2024 20:57:16,143587,32,questionnaire-z45n,,37096547,rvax5,9856438,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x963,,,0,Consent form Tromsø ,13,ASRT,,,,,5,,END,,,,,
1,1714455737730,30/04/2024 05:42:17,1714462937730,2,30/04/2024 09:42:17,143587,32,questionnaire-z45n,,37345573,ezje7,9856552,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x854,1280x685,,,0,Consent form Tromsø ,13,Stroop ,,,,,5,,BEGIN,,,,,
2,1714455871187,30/04/2024 05:44:31,1714463071187,2,30/04/2024 09:44:31,143587,32,questionnaire-z45n,,37345573,ezje7,9856552,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x854,1280x685,,,0,Consent form Tromsø ,13,Stroop ,Page 1,yobl1g,1,,continue,,,,,screen,0,screen
3,1714455871189,30/04/2024 05:44:31,1714463071189,2,30/04/2024 09:44:31,143587,32,questionnaire-z45n,,37345573,ezje7,9856552,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x854,1280x685,,,0,Consent form Tromsø ,13,Stroop ,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",action,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
4,1714455871189,30/04/2024 05:44:31,1714463071189,2,30/04/2024 09:44:31,143587,32,questionnaire-z45n,,37345573,ezje7,9856552,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x854,1280x685,,,0,Consent form Tromsø ,13,Stroop ,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",response,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
5,1714455871189,30/04/2024 05:44:31,1714463071189,2,30/04/2024 09:44:31,143587,32,questionnaire-z45n,,37345573,ezje7,9856552,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x854,1280x685,,,0,Consent form Tromsø ,13,Stroop ,,,,,5,,END,,,,,
1,1714668570864,02/05/2024 16:49:30,1714675770864,2,02/05/2024 20:49:30,143587,32,questionnaire-z45n,,37417391,gxac7,9856437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,,,0,Consent form Tromsø ,13,ASRT,,,,,5,,BEGIN,,,,,
2,1714668782451,02/05/2024 16:53:02,1714675982451,2,02/05/2024 20:53:02,143587,32,questionnaire-z45n,,37417391,gxac7,9856437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,,,0,Consent form Tromsø ,13,ASRT,Page 1,yobl1g,1,,continue,,,,,screen,0,screen
3,1714668782455,02/05/2024 16:53:02,1714675982455,2,02/05/2024 20:53:02,143587,32,questionnaire-z45n,,37417391,gxac7,9856437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,,,0,Consent form Tromsø ,13,ASRT,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",action,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
4,1714668782455,02/05/2024 16:53:02,1714675982455,2,02/05/2024 20:53:02,143587,32,questionnaire-z45n,,37417391,gxac7,9856437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,,,0,Consent form Tromsø ,13,ASRT,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",response,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
5,1714668782455,02/05/2024 16:53:02,1714675982455,2,02/05/2024 20:53:02,143587,32,questionnaire-z45n,,37417391,gxac7,9856437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,,,0,Consent form Tromsø ,13,ASRT,,,,,5,,END,,,,,
1,1718128316956,11/06/2024 17:51:56,1718135516956,2,11/06/2024 21:51:56,143587,32,questionnaire-z45n,,38189913,ltsl3,9856440,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x665,,,0,Consent form Tromsø ,13,DGS,,,,,info,,BEGIN,,,,,
2,1718130405551,11/06/2024 18:26:45,1718137605551,2,11/06/2024 22:26:45,143587,32,questionnaire-z45n,,38189913,ltsl3,9856440,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x665,,,0,Consent form Tromsø ,13,DGS,Page 1,yobl1g,1,,continue,,,,,screen,0,screen
3,1718130409124,11/06/2024 18:26:49,1718137609124,2,11/06/2024 22:26:49,143587,32,questionnaire-z45n,,38189913,ltsl3,9856440,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x665,,,0,Consent form Tromsø ,13,DGS,Page 1,yobl1g,1,,continue,,,,,screen,0,screen
4,1718130409126,11/06/2024 18:26:49,1718137609126,2,11/06/2024 22:26:49,143587,32,questionnaire-z45n,,38189913,ltsl3,9856440,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x665,,,0,Consent form Tromsø ,13,DGS,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",action,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
5,1718130409127,11/06/2024 18:26:49,1718137609127,2,11/06/2024 22:26:49,143587,32,questionnaire-z45n,,38189913,ltsl3,9856440,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x665,,,0,Consent form Tromsø ,13,DGS,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",response,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
6,1718130409127,11/06/2024 18:26:49,1718137609127,2,11/06/2024 22:26:49,143587,32,questionnaire-z45n,,38189913,ltsl3,9856440,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x665,,,0,Consent form Tromsø ,13,DGS,,,,,info,,END,,,,,
1,1718196111237,12/06/2024 12:41:51,1718203311237,2,12/06/2024 16:41:51,143587,32,questionnaire-z45n,,38204876,ksjo8,9856439,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x559,,,0,Consent form Tromsø ,13,Stroop ,,,,,info,,BEGIN,,,,,
2,1718196251085,12/06/2024 12:44:11,1718203451085,2,12/06/2024 16:44:11,143587,32,questionnaire-z45n,,38204876,ksjo8,9856439,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x559,,,0,Consent form Tromsø ,13,Stroop ,Page 1,yobl1g,1,,continue,,,,,screen,0,screen
3,1718196251088,12/06/2024 12:44:11,1718203451088,2,12/06/2024 16:44:11,143587,32,questionnaire-z45n,,38204876,ksjo8,9856439,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x559,,,0,Consent form Tromsø ,13,Stroop ,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",action,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
4,1718196251089,12/06/2024 12:44:11,1718203451089,2,12/06/2024 16:44:11,143587,32,questionnaire-z45n,,38204876,ksjo8,9856439,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x559,,,0,Consent form Tromsø ,13,Stroop ,Page 1,yobl1g,1,"Vennligst les følgende samtykke, og kryss av i boksen hvis du ønsker å delta i studien.",response,consent_text-consent_box,1,,consent_text,Consent Form,13,object-2
5,1718196251089,12/06/2024 12:44:11,1718203451089,2,12/06/2024 16:44:11,143587,32,questionnaire-z45n,,38204876,ksjo8,9856439,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x559,,,0,Consent form Tromsø ,13,Stroop ,,,,,info,,END,,,,,
