Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,rt,stimulus,key_press,test_part,correct_response,trial_type,trial_index,time_elapsed,internal_node_id,correct,success,browser_events,view_history,grid,target,p_or_r,block,first_response,trial_number,sequence,is_practice,correct_pos,correct_resp_button,resp_button,cumulative_RT,actual_triplet,triplet_type
11,1723462905426,12/08/2024 11:41:45,1723462907376,2,12/08/2024 13:41:47,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,398.7999999988824,,83,,,serial-reaction-time,10,77000,0.0-69.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,1,1,7,2134,1,1,s,s,398.7999999988824,421,X
12,1723462906364,12/08/2024 11:41:46,1723462908305,2,12/08/2024 13:41:48,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,403.69999999925494,,83,,,serial-reaction-time,11,77929,0.0-80.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,1,1,8,2134,1,1,s,s,403.69999999925494,211,X
13,1723462907307,12/08/2024 11:41:47,1723462909237,2,12/08/2024 13:41:49,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,419.09999999962747,,70,,,serial-reaction-time,12,78861,0.0-91.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,1,1,9,2134,1,2,f,f,419.09999999962747,112,X
14,1723462908288,12/08/2024 11:41:48,1723462910237,2,12/08/2024 13:41:50,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,487.1000000014901,,74,,,serial-reaction-time,13,79861,0.0-102.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,1,1,10,2134,1,3,j,j,487.1000000014901,123,X
15,1723462909393,12/08/2024 11:41:49,1723462911309,2,12/08/2024 13:41:51,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,559.9000000003725,,83,,,serial-reaction-time,14,80932,0.0-113.0-0.0,,,[],,"[[1,1,1,1]]","[0,1]",R,1,1,11,2134,1,2,f,s,559.9000000003725,232,X
16,1723462909762,12/08/2024 11:41:49,1723462911709,2,12/08/2024 13:41:51,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,389.6000000014901,,70,,,serial-reaction-time,15,81332,0.0-114.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,1,0,11,2134,1,2,f,f,949.5000000018626,232,X
17,1723462910699,12/08/2024 11:41:50,1723462912629,2,12/08/2024 13:41:52,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,408.2999999988824,,76,,,serial-reaction-time,16,82253,0.0-124.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,1,1,12,2134,1,4,l,l,408.2999999988824,324,X
18,1723462911751,12/08/2024 11:41:51,1723462913696,2,12/08/2024 13:41:53,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,552,,74,,,serial-reaction-time,17,83320,0.0-135.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,1,1,13,2134,1,3,j,j,552,243,X
19,1723462912731,12/08/2024 11:41:52,1723462914677,2,12/08/2024 13:41:54,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,467.19999999925494,,70,,,serial-reaction-time,18,84301,0.0-146.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,1,1,14,2134,1,2,f,f,467.19999999925494,432,X
20,1723462913633,12/08/2024 11:41:53,1723462915580,2,12/08/2024 13:41:55,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,392.1000000014901,,83,,,serial-reaction-time,19,85204,0.0-157.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,1,1,15,2134,1,1,s,s,392.1000000014901,321,X
21,1723462914709,12/08/2024 11:41:54,1723462916653,2,12/08/2024 13:41:56,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,559.3000000007451,,70,,,serial-reaction-time,20,86276,0.0-168.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,1,1,16,2134,1,2,f,f,559.3000000007451,212,X
22,1723462915698,12/08/2024 11:41:55,1723462917478,2,12/08/2024 13:41:57,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,297.2999999988824,,74,,,serial-reaction-time,21,87102,0.0-179.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,1,1,17,2134,1,3,j,j,297.2999999988824,123,X
23,1723462916373,12/08/2024 11:41:56,1723462918301,2,12/08/2024 13:41:58,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,310.7000000011176,,76,,,serial-reaction-time,22,87925,0.0-190.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,1,1,18,2134,1,4,l,l,310.7000000011176,234,X
24,1723462917486,12/08/2024 11:41:57,1723462919430,2,12/08/2024 13:41:59,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,616.5999999996275,,70,,,serial-reaction-time,23,89053,0.0-201.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,1,1,19,2134,1,2,f,f,616.5999999996275,342,X
25,1723462918357,12/08/2024 11:41:58,1723462920300,2,12/08/2024 13:42:00,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,359.30000000074506,,83,,,serial-reaction-time,24,89924,0.0-212.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,1,1,20,2134,1,1,s,s,359.30000000074506,421,X
26,1723462919213,12/08/2024 11:41:59,1723462921137,2,12/08/2024 13:42:01,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,321.19999999925494,,74,,,serial-reaction-time,25,90761,0.0-223.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,1,1,21,2134,1,3,j,j,321.19999999925494,213,X
27,1723462920447,12/08/2024 11:42:00,1723462922368,2,12/08/2024 13:42:02,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,715.7000000011176,,70,,,serial-reaction-time,26,91992,0.0-234.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,1,1,22,2134,1,2,f,f,715.7000000011176,132,X
28,1723462921384,12/08/2024 11:42:01,1723462923326,2,12/08/2024 13:42:03,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,444.7000000011176,,74,,,serial-reaction-time,27,92950,0.0-245.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,1,1,23,2134,1,3,j,j,444.7000000011176,323,X
29,1723462922491,12/08/2024 11:42:02,1723462924437,2,12/08/2024 13:42:04,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,598.9000000003725,,70,,,serial-reaction-time,28,94060,0.0-256.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,1,1,24,2134,1,2,f,f,598.9000000003725,232,X
30,1723462923470,12/08/2024 11:42:03,1723462925413,2,12/08/2024 13:42:05,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,465,,74,,,serial-reaction-time,29,95037,0.0-267.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,1,1,25,2134,1,3,j,j,465,323,X
31,1723462924430,12/08/2024 11:42:04,1723462926341,2,12/08/2024 13:42:06,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,415.69999999925494,,83,,,serial-reaction-time,30,95965,0.0-278.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,1,1,26,2134,1,1,s,s,415.69999999925494,231,X
32,1723462925366,12/08/2024 11:42:05,1723462927309,2,12/08/2024 13:42:07,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,456.7000000011176,,76,,,serial-reaction-time,31,96933,0.0-289.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,1,1,27,2134,1,4,l,l,456.7000000011176,314,X
33,1723462926314,12/08/2024 11:42:06,1723462928262,2,12/08/2024 13:42:08,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,441.09999999962747,,70,,,serial-reaction-time,32,97886,0.0-300.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,1,1,28,2134,1,2,f,f,441.09999999962747,142,X
34,1723462927263,12/08/2024 11:42:07,1723462929205,2,12/08/2024 13:42:09,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,428.1000000014901,,83,,,serial-reaction-time,33,98828,0.0-311.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,1,1,29,2134,1,1,s,s,428.1000000014901,421,X
35,1723462928161,12/08/2024 11:42:08,1723462930109,2,12/08/2024 13:42:10,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,392.7000000011176,,74,,,serial-reaction-time,34,99732,0.0-322.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,1,1,30,2134,1,3,j,j,392.7000000011176,213,X
36,1723462928984,12/08/2024 11:42:08,1723462930920,2,12/08/2024 13:42:10,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,294.59999999962747,,76,,,serial-reaction-time,35,100544,0.0-333.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,1,1,31,2134,1,4,l,l,294.59999999962747,134,X
37,1723462929927,12/08/2024 11:42:09,1723462931877,2,12/08/2024 13:42:11,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,444.59999999962747,,76,,,serial-reaction-time,36,101501,0.0-344.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,1,1,32,2134,1,4,l,l,444.59999999962747,344,X
38,1723462930845,12/08/2024 11:42:10,1723462932796,2,12/08/2024 13:42:12,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,407.5,,83,,,serial-reaction-time,37,102420,0.0-355.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,1,1,33,2134,1,1,s,s,407.5,441,X
39,1723462931797,12/08/2024 11:42:11,1723462933701,2,12/08/2024 13:42:13,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,393.2000000011176,,74,,,serial-reaction-time,38,103325,0.0-366.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,1,1,34,2134,1,3,j,j,393.2000000011176,413,X
40,1723462932619,12/08/2024 11:42:12,1723462934557,2,12/08/2024 13:42:14,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,336.69999999925494,,76,,,serial-reaction-time,39,104181,0.0-377.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,1,1,35,2134,1,4,l,l,336.69999999925494,134,X
41,1723462933682,12/08/2024 11:42:13,1723462935621,2,12/08/2024 13:42:15,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,551.5,,70,,,serial-reaction-time,40,105245,0.0-388.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,1,1,36,2134,1,2,f,f,551.5,342,X
42,1723462934599,12/08/2024 11:42:14,1723462936524,2,12/08/2024 13:42:16,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,390.59999999962747,,76,,,serial-reaction-time,41,106148,0.0-399.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,1,1,37,2134,1,4,l,l,390.59999999962747,424,X
43,1723462935546,12/08/2024 11:42:15,1723462937482,2,12/08/2024 13:42:17,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,440.40000000037253,,83,,,serial-reaction-time,42,107106,0.0-410.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,1,1,38,2134,1,1,s,s,440.40000000037253,241,X
44,1723462936455,12/08/2024 11:42:16,1723462938402,2,12/08/2024 13:42:18,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,402.90000000037253,,76,,,serial-reaction-time,43,108026,0.0-421.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,1,1,39,2134,1,4,l,l,402.90000000037253,414,X
45,1723462937399,12/08/2024 11:42:17,1723462939317,2,12/08/2024 13:42:19,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,402.8999999985099,,83,,,serial-reaction-time,44,108941,0.0-432.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,1,1,40,2134,1,1,s,s,402.8999999985099,141,X
46,1723462938243,12/08/2024 11:42:18,1723462940181,2,12/08/2024 13:42:20,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,351.19999999925494,,76,,,serial-reaction-time,45,109805,0.0-443.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,1,1,41,2134,1,4,l,l,351.19999999925494,414,X
47,1723462939140,12/08/2024 11:42:19,1723462941077,2,12/08/2024 13:42:21,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,384,,83,,,serial-reaction-time,46,110701,0.0-454.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,1,1,42,2134,1,1,s,s,384,141,X
48,1723462940196,12/08/2024 11:42:20,1723462942126,2,12/08/2024 13:42:22,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,526.0999999996275,,74,,,serial-reaction-time,47,111750,0.0-465.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,1,1,43,2134,1,3,j,j,526.0999999996275,413,X
49,1723462941126,12/08/2024 11:42:21,1723462943061,2,12/08/2024 13:42:23,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,423.5,,74,,,serial-reaction-time,48,112685,0.0-476.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,1,1,44,2134,1,3,j,j,423.5,133,X
50,1723462941986,12/08/2024 11:42:21,1723462943913,2,12/08/2024 13:42:23,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,337.40000000037253,,74,,,serial-reaction-time,49,113537,0.0-487.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,1,1,45,2134,1,3,j,j,337.40000000037253,333,X
51,1723462942941,12/08/2024 11:42:22,1723462944873,2,12/08/2024 13:42:24,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,443.80000000074506,,76,,,serial-reaction-time,50,114497,0.0-498.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,1,1,46,2134,1,4,l,l,443.80000000074506,334,X
52,1723462943900,12/08/2024 11:42:23,1723462945838,2,12/08/2024 13:42:25,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,452.5,,76,,,serial-reaction-time,51,115462,0.0-509.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,1,1,47,2134,1,4,l,l,452.5,344,X
53,1723462944870,12/08/2024 11:42:24,1723462946774,2,12/08/2024 13:42:26,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,422.69999999925494,,74,,,serial-reaction-time,52,116398,0.0-520.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,1,1,48,2134,1,3,j,j,422.69999999925494,443,X
54,1723462945852,12/08/2024 11:42:25,1723462947790,2,12/08/2024 13:42:27,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,503.2999999988824,,70,,,serial-reaction-time,53,117414,0.0-531.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,1,1,49,2134,1,2,f,f,503.2999999988824,432,X
